#node	identifier	category	term ID	term description
aadK	224308.BSU26790	GO Process	GO:0009987	Cellular process
aadK	224308.BSU26790	GO Process	GO:0010033	Response to organic substance
aadK	224308.BSU26790	GO Process	GO:0042221	Response to chemical
aadK	224308.BSU26790	GO Process	GO:0046677	Response to antibiotic
aadK	224308.BSU26790	GO Process	GO:0046679	Response to streptomycin
aadK	224308.BSU26790	GO Process	GO:0050896	Response to stimulus
aadK	224308.BSU26790	GO Process	GO:0051716	Cellular response to stimulus
aadK	224308.BSU26790	GO Process	GO:0070887	Cellular response to chemical stimulus
aadK	224308.BSU26790	GO Process	GO:0071236	Cellular response to antibiotic
aadK	224308.BSU26790	GO Process	GO:0071239	Cellular response to streptomycin
aadK	224308.BSU26790	GO Process	GO:1901700	Response to oxygen-containing compound
aadK	224308.BSU26790	GO Process	GO:1901701	Cellular response to oxygen-containing compound
aadK	224308.BSU26790	GO Process	GO:1903416	Response to glycoside
aadK	224308.BSU26790	GO Function	GO:0003824	Catalytic activity
aadK	224308.BSU26790	GO Function	GO:0005488	Binding
aadK	224308.BSU26790	GO Function	GO:0005515	Protein binding
aadK	224308.BSU26790	GO Function	GO:0016740	Transferase activity
aadK	224308.BSU26790	GO Function	GO:0016772	Transferase activity, transferring phosphorus-containing groups
aadK	224308.BSU26790	GO Function	GO:0016779	Nucleotidyltransferase activity
aadK	224308.BSU26790	GO Function	GO:0042802	Identical protein binding
aadK	224308.BSU26790	GO Function	GO:0042803	Protein homodimerization activity
aadK	224308.BSU26790	GO Function	GO:0046983	Protein dimerization activity
aadK	224308.BSU26790	GO Function	GO:0070566	Adenylyltransferase activity
aadK	224308.BSU26790	GO Component	GO:0005622	Intracellular anatomical structure
aadK	224308.BSU26790	GO Component	GO:0005737	Cytoplasm
aadK	224308.BSU26790	GO Component	GO:0110165	Cellular anatomical entity
aadK	224308.BSU26790	STRING clusters	CL:5978	Mostly uncharacterized, incl. Major facilitator superfamily, and Homeobox-like domain superfamily
aadK	224308.BSU26790	STRING clusters	CL:5979	Mixed, incl. Response to antibiotic, and Small multidrug resistance protein
aadK	224308.BSU26790	STRING clusters	CL:6067	Mixed, incl. Small multidrug resistance protein, and Response to antibiotic
aadK	224308.BSU26790	STRING clusters	CL:6068	Mixed, incl. Small multidrug resistance protein, and Response to antibiotic
aadK	224308.BSU26790	STRING clusters	CL:6070	Mixed, incl. Small multidrug resistance protein, and Antibiotic resistance
aadK	224308.BSU26790	STRING clusters	CL:6072	Small multidrug resistance protein, and Rescue of stalled ribosome
aadK	224308.BSU26790	STRING clusters	CL:6088	Small multidrug resistance protein, and Rescue of stalled ribosome
aadK	224308.BSU26790	COMPARTMENTS	GOCC:0005622	Intracellular
aadK	224308.BSU26790	COMPARTMENTS	GOCC:0005737	Cytoplasm
aadK	224308.BSU26790	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
aadK	224308.BSU26790	UniProt Keywords	KW-0808	Transferase
aadK	224308.BSU26790	Pfam	PF04439	Streptomycin adenylyltransferase
aadK	224308.BSU26790	InterPro	IPR007530	Aminoglycoside 6-adenylyltransferase
aadK	224308.BSU26790	InterPro	IPR043519	Nucleotidyltransferase superfamily
abrB	224308.BSU00370	GO Process	GO:0006355	Regulation of transcription, DNA-templated
abrB	224308.BSU00370	GO Process	GO:0009653	Anatomical structure morphogenesis
abrB	224308.BSU00370	GO Process	GO:0009889	Regulation of biosynthetic process
abrB	224308.BSU00370	GO Process	GO:0009890	Negative regulation of biosynthetic process
abrB	224308.BSU00370	GO Process	GO:0009892	Negative regulation of metabolic process
abrB	224308.BSU00370	GO Process	GO:0009987	Cellular process
abrB	224308.BSU00370	GO Process	GO:0010468	Regulation of gene expression
abrB	224308.BSU00370	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
abrB	224308.BSU00370	GO Process	GO:0010558	Negative regulation of macromolecule biosynthetic process
abrB	224308.BSU00370	GO Process	GO:0010605	Negative regulation of macromolecule metabolic process
abrB	224308.BSU00370	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
abrB	224308.BSU00370	GO Process	GO:0019222	Regulation of metabolic process
abrB	224308.BSU00370	GO Process	GO:0030154	Cell differentiation
abrB	224308.BSU00370	GO Process	GO:0030435	Sporulation resulting in formation of a cellular spore
abrB	224308.BSU00370	GO Process	GO:0031323	Regulation of cellular metabolic process
abrB	224308.BSU00370	GO Process	GO:0031324	Negative regulation of cellular metabolic process
abrB	224308.BSU00370	GO Process	GO:0031326	Regulation of cellular biosynthetic process
abrB	224308.BSU00370	GO Process	GO:0031327	Negative regulation of cellular biosynthetic process
abrB	224308.BSU00370	GO Process	GO:0032502	Developmental process
abrB	224308.BSU00370	GO Process	GO:0043934	Sporulation
abrB	224308.BSU00370	GO Process	GO:0043937	Regulation of sporulation
abrB	224308.BSU00370	GO Process	GO:0045892	Negative regulation of transcription, DNA-templated
abrB	224308.BSU00370	GO Process	GO:0045934	Negative regulation of nucleobase-containing compound metabolic process
abrB	224308.BSU00370	GO Process	GO:0048519	Negative regulation of biological process
abrB	224308.BSU00370	GO Process	GO:0048523	Negative regulation of cellular process
abrB	224308.BSU00370	GO Process	GO:0048646	Anatomical structure formation involved in morphogenesis
abrB	224308.BSU00370	GO Process	GO:0048856	Anatomical structure development
abrB	224308.BSU00370	GO Process	GO:0048869	Cellular developmental process
abrB	224308.BSU00370	GO Process	GO:0050789	Regulation of biological process
abrB	224308.BSU00370	GO Process	GO:0050793	Regulation of developmental process
abrB	224308.BSU00370	GO Process	GO:0050794	Regulation of cellular process
abrB	224308.BSU00370	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
abrB	224308.BSU00370	GO Process	GO:0051172	Negative regulation of nitrogen compound metabolic process
abrB	224308.BSU00370	GO Process	GO:0051252	Regulation of RNA metabolic process
abrB	224308.BSU00370	GO Process	GO:0051253	Negative regulation of RNA metabolic process
abrB	224308.BSU00370	GO Process	GO:0060255	Regulation of macromolecule metabolic process
abrB	224308.BSU00370	GO Process	GO:0065007	Biological regulation
abrB	224308.BSU00370	GO Process	GO:0080090	Regulation of primary metabolic process
abrB	224308.BSU00370	GO Process	GO:1902679	Negative regulation of RNA biosynthetic process
abrB	224308.BSU00370	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
abrB	224308.BSU00370	GO Process	GO:1903507	Negative regulation of nucleic acid-templated transcription
abrB	224308.BSU00370	GO Process	GO:2001141	Regulation of RNA biosynthetic process
abrB	224308.BSU00370	GO Function	GO:0003676	Nucleic acid binding
abrB	224308.BSU00370	GO Function	GO:0003677	DNA binding
abrB	224308.BSU00370	GO Function	GO:0005488	Binding
abrB	224308.BSU00370	GO Function	GO:0005515	Protein binding
abrB	224308.BSU00370	GO Function	GO:0042802	Identical protein binding
abrB	224308.BSU00370	GO Function	GO:0097159	Organic cyclic compound binding
abrB	224308.BSU00370	GO Function	GO:1901363	Heterocyclic compound binding
abrB	224308.BSU00370	STRING clusters	CL:5788	Mixed, incl. Quorum sensing, and Exopolysaccharide synthesis
abrB	224308.BSU00370	STRING clusters	CL:5790	Mixed, incl. Quorum sensing, and Exopolysaccharide synthesis
abrB	224308.BSU00370	STRING clusters	CL:5791	Mixed, incl. Exopolysaccharide synthesis, and Regulation of sporulation
abrB	224308.BSU00370	STRING clusters	CL:5792	Mixed, incl. Exopolysaccharide synthesis, and Regulation of sporulation
abrB	224308.BSU00370	STRING clusters	CL:5793	Mixed, incl. Regulation of sporulation, and Anti-repressor SinI
abrB	224308.BSU00370	STRING clusters	CL:5795	Mixed, incl. Anti-repressor SinI, and Signal transduction histidine kinase, dimerisation/phosphoacceptor domain
abrB	224308.BSU00370	UniProt Keywords	KW-0010	Activator
abrB	224308.BSU00370	UniProt Keywords	KW-0238	DNA-binding
abrB	224308.BSU00370	UniProt Keywords	KW-0678	Repressor
abrB	224308.BSU00370	UniProt Keywords	KW-0749	Sporulation
abrB	224308.BSU00370	UniProt Keywords	KW-0804	Transcription
abrB	224308.BSU00370	UniProt Keywords	KW-0805	Transcription regulation
abrB	224308.BSU00370	InterPro	IPR007159	SpoVT-AbrB domain
abrB	224308.BSU00370	InterPro	IPR037914	SpoVT-AbrB domain superfamily
abrB	224308.BSU00370	InterPro	IPR040678	AbrB, C-terminal
abrB	224308.BSU00370	SMART	SM00966	SpoVT / AbrB like domain
appB	224308.BSU11390	GO Process	GO:0006810	Transport
appB	224308.BSU11390	GO Process	GO:0007154	Cell communication
appB	224308.BSU11390	GO Process	GO:0008104	Protein localization
appB	224308.BSU11390	GO Process	GO:0009292	Horizontal gene transfer
appB	224308.BSU11390	GO Process	GO:0009294	DNA-mediated transformation
appB	224308.BSU11390	GO Process	GO:0009605	Response to external stimulus
appB	224308.BSU11390	GO Process	GO:0009653	Anatomical structure morphogenesis
appB	224308.BSU11390	GO Process	GO:0009987	Cellular process
appB	224308.BSU11390	GO Process	GO:0009991	Response to extracellular stimulus
appB	224308.BSU11390	GO Process	GO:0015031	Protein transport
appB	224308.BSU11390	GO Process	GO:0015833	Peptide transport
appB	224308.BSU11390	GO Process	GO:0030154	Cell differentiation
appB	224308.BSU11390	GO Process	GO:0030420	Establishment of competence for transformation
appB	224308.BSU11390	GO Process	GO:0030435	Sporulation resulting in formation of a cellular spore
appB	224308.BSU11390	GO Process	GO:0031668	Cellular response to extracellular stimulus
appB	224308.BSU11390	GO Process	GO:0032502	Developmental process
appB	224308.BSU11390	GO Process	GO:0033036	Macromolecule localization
appB	224308.BSU11390	GO Process	GO:0042886	Amide transport
appB	224308.BSU11390	GO Process	GO:0043934	Sporulation
appB	224308.BSU11390	GO Process	GO:0045184	Establishment of protein localization
appB	224308.BSU11390	GO Process	GO:0048646	Anatomical structure formation involved in morphogenesis
appB	224308.BSU11390	GO Process	GO:0048856	Anatomical structure development
appB	224308.BSU11390	GO Process	GO:0048869	Cellular developmental process
appB	224308.BSU11390	GO Process	GO:0050896	Response to stimulus
appB	224308.BSU11390	GO Process	GO:0051179	Localization
appB	224308.BSU11390	GO Process	GO:0051234	Establishment of localization
appB	224308.BSU11390	GO Process	GO:0051641	Cellular localization
appB	224308.BSU11390	GO Process	GO:0051716	Cellular response to stimulus
appB	224308.BSU11390	GO Process	GO:0055085	Transmembrane transport
appB	224308.BSU11390	GO Process	GO:0070727	Cellular macromolecule localization
appB	224308.BSU11390	GO Process	GO:0071496	Cellular response to external stimulus
appB	224308.BSU11390	GO Process	GO:0071702	Organic substance transport
appB	224308.BSU11390	GO Process	GO:0071705	Nitrogen compound transport
appB	224308.BSU11390	GO Component	GO:0005886	Plasma membrane
appB	224308.BSU11390	GO Component	GO:0016020	Membrane
appB	224308.BSU11390	GO Component	GO:0016021	Integral component of membrane
appB	224308.BSU11390	GO Component	GO:0031224	Intrinsic component of membrane
appB	224308.BSU11390	GO Component	GO:0071944	Cell periphery
appB	224308.BSU11390	GO Component	GO:0110165	Cellular anatomical entity
appB	224308.BSU11390	STRING clusters	CL:7237	Mixed, incl. Peptide transport, and Cell wall macromolecule catabolic process
appB	224308.BSU11390	STRING clusters	CL:7239	Mixed, incl. Peptide transport, and Cell wall macromolecule catabolic process
appB	224308.BSU11390	STRING clusters	CL:7240	Peptide transport, and Cell wall macromolecule catabolic process
appB	224308.BSU11390	STRING clusters	CL:7242	Peptide transport, and Cell wall macromolecule catabolic process
appB	224308.BSU11390	KEGG	bsu02024	Quorum sensing
appB	224308.BSU11390	Reactome	MAP-1222499	Latent infection - Other responses of Mtb to phagocytosis
appB	224308.BSU11390	Reactome	MAP-1643685	Disease
appB	224308.BSU11390	Reactome	MAP-5663205	Infectious disease
appB	224308.BSU11390	Reactome	MAP-9635486	Infection with Mycobacterium tuberculosis
appB	224308.BSU11390	COMPARTMENTS	GOCC:0016020	Membrane
appB	224308.BSU11390	COMPARTMENTS	GOCC:0045121	Membrane raft
appB	224308.BSU11390	COMPARTMENTS	GOCC:0098857	Membrane microdomain
appB	224308.BSU11390	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
appB	224308.BSU11390	UniProt Keywords	KW-0178	Competence
appB	224308.BSU11390	UniProt Keywords	KW-0472	Membrane
appB	224308.BSU11390	UniProt Keywords	KW-0571	Peptide transport
appB	224308.BSU11390	UniProt Keywords	KW-0653	Protein transport
appB	224308.BSU11390	UniProt Keywords	KW-0749	Sporulation
appB	224308.BSU11390	UniProt Keywords	KW-0812	Transmembrane
appB	224308.BSU11390	UniProt Keywords	KW-0813	Transport
appB	224308.BSU11390	UniProt Keywords	KW-1003	Cell membrane
appB	224308.BSU11390	UniProt Keywords	KW-1133	Transmembrane helix
appB	224308.BSU11390	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component
appB	224308.BSU11390	InterPro	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
appB	224308.BSU11390	InterPro	IPR035906	MetI-like superfamily
appB	224308.BSU11390	InterPro	IPR045621	ABC transporter type 1, GsiC-like, N-terminal domain
appC	224308.BSU11400	GO Process	GO:0006810	Transport
appC	224308.BSU11400	GO Process	GO:0007154	Cell communication
appC	224308.BSU11400	GO Process	GO:0008104	Protein localization
appC	224308.BSU11400	GO Process	GO:0009292	Horizontal gene transfer
appC	224308.BSU11400	GO Process	GO:0009294	DNA-mediated transformation
appC	224308.BSU11400	GO Process	GO:0009605	Response to external stimulus
appC	224308.BSU11400	GO Process	GO:0009653	Anatomical structure morphogenesis
appC	224308.BSU11400	GO Process	GO:0009987	Cellular process
appC	224308.BSU11400	GO Process	GO:0009991	Response to extracellular stimulus
appC	224308.BSU11400	GO Process	GO:0015031	Protein transport
appC	224308.BSU11400	GO Process	GO:0015833	Peptide transport
appC	224308.BSU11400	GO Process	GO:0030154	Cell differentiation
appC	224308.BSU11400	GO Process	GO:0030420	Establishment of competence for transformation
appC	224308.BSU11400	GO Process	GO:0030435	Sporulation resulting in formation of a cellular spore
appC	224308.BSU11400	GO Process	GO:0031668	Cellular response to extracellular stimulus
appC	224308.BSU11400	GO Process	GO:0032502	Developmental process
appC	224308.BSU11400	GO Process	GO:0033036	Macromolecule localization
appC	224308.BSU11400	GO Process	GO:0042886	Amide transport
appC	224308.BSU11400	GO Process	GO:0043934	Sporulation
appC	224308.BSU11400	GO Process	GO:0045184	Establishment of protein localization
appC	224308.BSU11400	GO Process	GO:0048646	Anatomical structure formation involved in morphogenesis
appC	224308.BSU11400	GO Process	GO:0048856	Anatomical structure development
appC	224308.BSU11400	GO Process	GO:0048869	Cellular developmental process
appC	224308.BSU11400	GO Process	GO:0050896	Response to stimulus
appC	224308.BSU11400	GO Process	GO:0051179	Localization
appC	224308.BSU11400	GO Process	GO:0051234	Establishment of localization
appC	224308.BSU11400	GO Process	GO:0051641	Cellular localization
appC	224308.BSU11400	GO Process	GO:0051716	Cellular response to stimulus
appC	224308.BSU11400	GO Process	GO:0055085	Transmembrane transport
appC	224308.BSU11400	GO Process	GO:0070727	Cellular macromolecule localization
appC	224308.BSU11400	GO Process	GO:0071496	Cellular response to external stimulus
appC	224308.BSU11400	GO Process	GO:0071702	Organic substance transport
appC	224308.BSU11400	GO Process	GO:0071705	Nitrogen compound transport
appC	224308.BSU11400	GO Component	GO:0005886	Plasma membrane
appC	224308.BSU11400	GO Component	GO:0016020	Membrane
appC	224308.BSU11400	GO Component	GO:0016021	Integral component of membrane
appC	224308.BSU11400	GO Component	GO:0031224	Intrinsic component of membrane
appC	224308.BSU11400	GO Component	GO:0071944	Cell periphery
appC	224308.BSU11400	GO Component	GO:0110165	Cellular anatomical entity
appC	224308.BSU11400	STRING clusters	CL:7237	Mixed, incl. Peptide transport, and Cell wall macromolecule catabolic process
appC	224308.BSU11400	STRING clusters	CL:7239	Mixed, incl. Peptide transport, and Cell wall macromolecule catabolic process
appC	224308.BSU11400	STRING clusters	CL:7240	Peptide transport, and Cell wall macromolecule catabolic process
appC	224308.BSU11400	STRING clusters	CL:7242	Peptide transport, and Cell wall macromolecule catabolic process
appC	224308.BSU11400	KEGG	bsu02024	Quorum sensing
appC	224308.BSU11400	Reactome	MAP-1222499	Latent infection - Other responses of Mtb to phagocytosis
appC	224308.BSU11400	Reactome	MAP-1643685	Disease
appC	224308.BSU11400	Reactome	MAP-5663205	Infectious disease
appC	224308.BSU11400	Reactome	MAP-9635486	Infection with Mycobacterium tuberculosis
appC	224308.BSU11400	COMPARTMENTS	GOCC:0000428	DNA-directed RNA polymerase complex
appC	224308.BSU11400	COMPARTMENTS	GOCC:0005622	Intracellular
appC	224308.BSU11400	COMPARTMENTS	GOCC:0030880	RNA polymerase complex
appC	224308.BSU11400	COMPARTMENTS	GOCC:0032991	Protein-containing complex
appC	224308.BSU11400	COMPARTMENTS	GOCC:0061695	Transferase complex, transferring phosphorus-containing groups
appC	224308.BSU11400	COMPARTMENTS	GOCC:1902494	Catalytic complex
appC	224308.BSU11400	COMPARTMENTS	GOCC:1990234	Transferase complex
appC	224308.BSU11400	UniProt Keywords	KW-0178	Competence
appC	224308.BSU11400	UniProt Keywords	KW-0472	Membrane
appC	224308.BSU11400	UniProt Keywords	KW-0571	Peptide transport
appC	224308.BSU11400	UniProt Keywords	KW-0653	Protein transport
appC	224308.BSU11400	UniProt Keywords	KW-0749	Sporulation
appC	224308.BSU11400	UniProt Keywords	KW-0812	Transmembrane
appC	224308.BSU11400	UniProt Keywords	KW-0813	Transport
appC	224308.BSU11400	UniProt Keywords	KW-1003	Cell membrane
appC	224308.BSU11400	UniProt Keywords	KW-1133	Transmembrane helix
appC	224308.BSU11400	Pfam	PF00528	Binding-protein-dependent transport system inner membrane component
appC	224308.BSU11400	Pfam	PF12911	N-terminal TM domain of oligopeptide transport permease C
appC	224308.BSU11400	InterPro	IPR000515	ABC transporter type 1, transmembrane domain MetI-like
appC	224308.BSU11400	InterPro	IPR025966	Oligopeptide transport permease C-like, N-terminal domain
appC	224308.BSU11400	InterPro	IPR035906	MetI-like superfamily
appD	224308.BSU11360	GO Process	GO:0006810	Transport
appD	224308.BSU11360	GO Process	GO:0007154	Cell communication
appD	224308.BSU11360	GO Process	GO:0008104	Protein localization
appD	224308.BSU11360	GO Process	GO:0009292	Horizontal gene transfer
appD	224308.BSU11360	GO Process	GO:0009294	DNA-mediated transformation
appD	224308.BSU11360	GO Process	GO:0009605	Response to external stimulus
appD	224308.BSU11360	GO Process	GO:0009653	Anatomical structure morphogenesis
appD	224308.BSU11360	GO Process	GO:0009987	Cellular process
appD	224308.BSU11360	GO Process	GO:0009991	Response to extracellular stimulus
appD	224308.BSU11360	GO Process	GO:0015031	Protein transport
appD	224308.BSU11360	GO Process	GO:0015833	Peptide transport
appD	224308.BSU11360	GO Process	GO:0030154	Cell differentiation
appD	224308.BSU11360	GO Process	GO:0030420	Establishment of competence for transformation
appD	224308.BSU11360	GO Process	GO:0030435	Sporulation resulting in formation of a cellular spore
appD	224308.BSU11360	GO Process	GO:0031668	Cellular response to extracellular stimulus
appD	224308.BSU11360	GO Process	GO:0032502	Developmental process
appD	224308.BSU11360	GO Process	GO:0033036	Macromolecule localization
appD	224308.BSU11360	GO Process	GO:0042886	Amide transport
appD	224308.BSU11360	GO Process	GO:0043934	Sporulation
appD	224308.BSU11360	GO Process	GO:0045184	Establishment of protein localization
appD	224308.BSU11360	GO Process	GO:0048646	Anatomical structure formation involved in morphogenesis
appD	224308.BSU11360	GO Process	GO:0048856	Anatomical structure development
appD	224308.BSU11360	GO Process	GO:0048869	Cellular developmental process
appD	224308.BSU11360	GO Process	GO:0050896	Response to stimulus
appD	224308.BSU11360	GO Process	GO:0051179	Localization
appD	224308.BSU11360	GO Process	GO:0051234	Establishment of localization
appD	224308.BSU11360	GO Process	GO:0051641	Cellular localization
appD	224308.BSU11360	GO Process	GO:0051716	Cellular response to stimulus
appD	224308.BSU11360	GO Process	GO:0070727	Cellular macromolecule localization
appD	224308.BSU11360	GO Process	GO:0071496	Cellular response to external stimulus
appD	224308.BSU11360	GO Process	GO:0071702	Organic substance transport
appD	224308.BSU11360	GO Process	GO:0071705	Nitrogen compound transport
appD	224308.BSU11360	GO Function	GO:0000166	Nucleotide binding
appD	224308.BSU11360	GO Function	GO:0005488	Binding
appD	224308.BSU11360	GO Function	GO:0005524	ATP binding
appD	224308.BSU11360	GO Function	GO:0017076	Purine nucleotide binding
appD	224308.BSU11360	GO Function	GO:0030554	Adenyl nucleotide binding
appD	224308.BSU11360	GO Function	GO:0032553	Ribonucleotide binding
appD	224308.BSU11360	GO Function	GO:0032555	Purine ribonucleotide binding
appD	224308.BSU11360	GO Function	GO:0032559	Adenyl ribonucleotide binding
appD	224308.BSU11360	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
appD	224308.BSU11360	GO Function	GO:0036094	Small molecule binding
appD	224308.BSU11360	GO Function	GO:0043167	Ion binding
appD	224308.BSU11360	GO Function	GO:0043168	Anion binding
appD	224308.BSU11360	GO Function	GO:0097159	Organic cyclic compound binding
appD	224308.BSU11360	GO Function	GO:0097367	Carbohydrate derivative binding
appD	224308.BSU11360	GO Function	GO:1901265	Nucleoside phosphate binding
appD	224308.BSU11360	GO Function	GO:1901363	Heterocyclic compound binding
appD	224308.BSU11360	GO Component	GO:0005886	Plasma membrane
appD	224308.BSU11360	GO Component	GO:0016020	Membrane
appD	224308.BSU11360	GO Component	GO:0071944	Cell periphery
appD	224308.BSU11360	GO Component	GO:0110165	Cellular anatomical entity
appD	224308.BSU11360	STRING clusters	CL:7237	Mixed, incl. Peptide transport, and Cell wall macromolecule catabolic process
appD	224308.BSU11360	STRING clusters	CL:7239	Mixed, incl. Peptide transport, and Cell wall macromolecule catabolic process
appD	224308.BSU11360	STRING clusters	CL:7240	Peptide transport, and Cell wall macromolecule catabolic process
appD	224308.BSU11360	STRING clusters	CL:7242	Peptide transport, and Cell wall macromolecule catabolic process
appD	224308.BSU11360	KEGG	bsu02024	Quorum sensing
appD	224308.BSU11360	COMPARTMENTS	GOCC:0005886	Plasma membrane
appD	224308.BSU11360	COMPARTMENTS	GOCC:0016020	Membrane
appD	224308.BSU11360	COMPARTMENTS	GOCC:0071944	Cell periphery
appD	224308.BSU11360	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
appD	224308.BSU11360	UniProt Keywords	KW-0067	ATP-binding
appD	224308.BSU11360	UniProt Keywords	KW-0178	Competence
appD	224308.BSU11360	UniProt Keywords	KW-0472	Membrane
appD	224308.BSU11360	UniProt Keywords	KW-0547	Nucleotide-binding
appD	224308.BSU11360	UniProt Keywords	KW-0571	Peptide transport
appD	224308.BSU11360	UniProt Keywords	KW-0653	Protein transport
appD	224308.BSU11360	UniProt Keywords	KW-0749	Sporulation
appD	224308.BSU11360	UniProt Keywords	KW-0813	Transport
appD	224308.BSU11360	UniProt Keywords	KW-1003	Cell membrane
appD	224308.BSU11360	Pfam	PF08352	Oligopeptide/dipeptide transporter, C-terminal region
appD	224308.BSU11360	InterPro	IPR003439	ABC transporter-like, ATP-binding domain
appD	224308.BSU11360	InterPro	IPR003593	AAA+ ATPase domain
appD	224308.BSU11360	InterPro	IPR013563	Oligopeptide/dipeptide ABC transporter, C-terminal
appD	224308.BSU11360	InterPro	IPR017871	ABC transporter-like, conserved site
appD	224308.BSU11360	InterPro	IPR027417	P-loop containing nucleoside triphosphate hydrolase
appD	224308.BSU11360	SMART	SM00382	ATPases associated with a variety of cellular activities
appF	224308.BSU11370	GO Process	GO:0006810	Transport
appF	224308.BSU11370	GO Process	GO:0007154	Cell communication
appF	224308.BSU11370	GO Process	GO:0008104	Protein localization
appF	224308.BSU11370	GO Process	GO:0009292	Horizontal gene transfer
appF	224308.BSU11370	GO Process	GO:0009294	DNA-mediated transformation
appF	224308.BSU11370	GO Process	GO:0009605	Response to external stimulus
appF	224308.BSU11370	GO Process	GO:0009653	Anatomical structure morphogenesis
appF	224308.BSU11370	GO Process	GO:0009987	Cellular process
appF	224308.BSU11370	GO Process	GO:0009991	Response to extracellular stimulus
appF	224308.BSU11370	GO Process	GO:0015031	Protein transport
appF	224308.BSU11370	GO Process	GO:0015833	Peptide transport
appF	224308.BSU11370	GO Process	GO:0030154	Cell differentiation
appF	224308.BSU11370	GO Process	GO:0030420	Establishment of competence for transformation
appF	224308.BSU11370	GO Process	GO:0030435	Sporulation resulting in formation of a cellular spore
appF	224308.BSU11370	GO Process	GO:0031668	Cellular response to extracellular stimulus
appF	224308.BSU11370	GO Process	GO:0032502	Developmental process
appF	224308.BSU11370	GO Process	GO:0033036	Macromolecule localization
appF	224308.BSU11370	GO Process	GO:0042886	Amide transport
appF	224308.BSU11370	GO Process	GO:0043934	Sporulation
appF	224308.BSU11370	GO Process	GO:0045184	Establishment of protein localization
appF	224308.BSU11370	GO Process	GO:0048646	Anatomical structure formation involved in morphogenesis
appF	224308.BSU11370	GO Process	GO:0048856	Anatomical structure development
appF	224308.BSU11370	GO Process	GO:0048869	Cellular developmental process
appF	224308.BSU11370	GO Process	GO:0050896	Response to stimulus
appF	224308.BSU11370	GO Process	GO:0051179	Localization
appF	224308.BSU11370	GO Process	GO:0051234	Establishment of localization
appF	224308.BSU11370	GO Process	GO:0051641	Cellular localization
appF	224308.BSU11370	GO Process	GO:0051716	Cellular response to stimulus
appF	224308.BSU11370	GO Process	GO:0070727	Cellular macromolecule localization
appF	224308.BSU11370	GO Process	GO:0071496	Cellular response to external stimulus
appF	224308.BSU11370	GO Process	GO:0071702	Organic substance transport
appF	224308.BSU11370	GO Process	GO:0071705	Nitrogen compound transport
appF	224308.BSU11370	GO Function	GO:0000166	Nucleotide binding
appF	224308.BSU11370	GO Function	GO:0005488	Binding
appF	224308.BSU11370	GO Function	GO:0005524	ATP binding
appF	224308.BSU11370	GO Function	GO:0017076	Purine nucleotide binding
appF	224308.BSU11370	GO Function	GO:0030554	Adenyl nucleotide binding
appF	224308.BSU11370	GO Function	GO:0032553	Ribonucleotide binding
appF	224308.BSU11370	GO Function	GO:0032555	Purine ribonucleotide binding
appF	224308.BSU11370	GO Function	GO:0032559	Adenyl ribonucleotide binding
appF	224308.BSU11370	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
appF	224308.BSU11370	GO Function	GO:0036094	Small molecule binding
appF	224308.BSU11370	GO Function	GO:0043167	Ion binding
appF	224308.BSU11370	GO Function	GO:0043168	Anion binding
appF	224308.BSU11370	GO Function	GO:0097159	Organic cyclic compound binding
appF	224308.BSU11370	GO Function	GO:0097367	Carbohydrate derivative binding
appF	224308.BSU11370	GO Function	GO:1901265	Nucleoside phosphate binding
appF	224308.BSU11370	GO Function	GO:1901363	Heterocyclic compound binding
appF	224308.BSU11370	GO Component	GO:0005886	Plasma membrane
appF	224308.BSU11370	GO Component	GO:0016020	Membrane
appF	224308.BSU11370	GO Component	GO:0071944	Cell periphery
appF	224308.BSU11370	GO Component	GO:0110165	Cellular anatomical entity
appF	224308.BSU11370	STRING clusters	CL:7237	Mixed, incl. Peptide transport, and Cell wall macromolecule catabolic process
appF	224308.BSU11370	STRING clusters	CL:7239	Mixed, incl. Peptide transport, and Cell wall macromolecule catabolic process
appF	224308.BSU11370	STRING clusters	CL:7240	Peptide transport, and Cell wall macromolecule catabolic process
appF	224308.BSU11370	STRING clusters	CL:7242	Peptide transport, and Cell wall macromolecule catabolic process
appF	224308.BSU11370	KEGG	bsu02024	Quorum sensing
appF	224308.BSU11370	COMPARTMENTS	GOCC:0005886	Plasma membrane
appF	224308.BSU11370	COMPARTMENTS	GOCC:0016020	Membrane
appF	224308.BSU11370	COMPARTMENTS	GOCC:0071944	Cell periphery
appF	224308.BSU11370	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
appF	224308.BSU11370	UniProt Keywords	KW-0067	ATP-binding
appF	224308.BSU11370	UniProt Keywords	KW-0178	Competence
appF	224308.BSU11370	UniProt Keywords	KW-0472	Membrane
